metraj,sakht,rooms,elevator,parking,anbari,price,address
۸۳,۱۳۹۲,۲,True,True,True,۷۸٬۹۱۵٬۰۰۰ تومان,نیم ساعت پیش در تهران، چیتگر
۶۶,۱۳۸۹,۱,True,True,True,۹۳٬۹۳۹٬۰۰۰ تومان,نیم ساعت پیش در تهران، اباذر
۴۸,۱۳۸۸,۱,False,True,True,۱۱٬۶۶۶٬۰۰۰ تومان,نیم ساعت پیش در تهران، اندیشه (شهر زیبا)
۷۸,۱۳۸۳,۲,False,True,True,۷۲٬۴۳۵٬۰۰۰ تومان,نیم ساعت پیش در تهران، ستارخان
۶۳,۱۳۹۰,۲,True,True,True,۸۳٬۳۳۳٬۰۰۰ تومان,نیم ساعت پیش در تهران، ستارخان
۸۳,۱۳۹۲,۲,True,True,True,۷۸٬۹۱۵٬۰۰۰ تومان,نیم ساعت پیش در تهران، چیتگر
۱۰۵,۱۳۹۲,۳,True,True,True,۱۱۶٬۱۹۰٬۰۰۰ تومان,نیم ساعت پیش در تهران، سهروردی
۵۴,۱۳۹۴,۱,True,False,True,۵۰٬۰۰۰٬۰۰۰ تومان,نیم ساعت پیش در تهران، هفت چنار
۱۴۳,۱۴۰۱,۳,True,True,True,۱۰۹٬۷۹۰٬۰۰۰ تومان,نیم ساعت پیش در تهران، شهران شمالی
۱۱۰,۱۳۸۷,۲,True,True,True,۸۶٬۳۶۳٬۰۰۰ تومان,نیم ساعت پیش در تهران، حسین‌آباد
۹۵,۱۳۹۶,۲,True,True,True,۷۵٬۷۸۹٬۰۰۰ تومان,نیم ساعت پیش در تهران، حکیمیه
۶۸,۱۳۸۹,۲,True,True,True,۱۰۱٬۴۷۰٬۰۰۰ تومان,نیم ساعت پیش در تهران، جنت‌آباد مرکزی
۱۴۰,۱۴۰۲,۲,True,True,True,۱۹۰٬۰۰۰٬۰۰۰ تومان,نیم ساعت پیش در تهران، پاسداران
۶۶,۱۳۸۹,۱,True,True,True,۹۳٬۹۳۹٬۰۰۰ تومان,نیم ساعت پیش در تهران، اباذر
۴۸,۱۳۸۸,۱,False,True,True,۱۱٬۶۶۶٬۰۰۰ تومان,نیم ساعت پیش در تهران، اندیشه (شهر زیبا)
۷۸,۱۳۸۳,۲,False,True,True,۷۲٬۴۳۵٬۰۰۰ تومان,نیم ساعت پیش در تهران، ستارخان
۱۸۰,۱۳۹۰,۳,True,True,True,۱۵۲٬۷۷۷٬۰۰۰ تومان,نیم ساعت پیش در تهران، نیاوران
۸۳,۱۳۹۲,۲,True,True,True,۷۸٬۹۱۵٬۰۰۰ تومان,نیم ساعت پیش در تهران، چیتگر
۱۰۵,۱۳۹۲,۳,True,True,True,۱۱۶٬۱۹۰٬۰۰۰ تومان,نیم ساعت پیش در تهران، سهروردی
۵۴,۱۳۹۴,۱,True,False,True,۵۰٬۰۰۰٬۰۰۰ تومان,نیم ساعت پیش در تهران، هفت چنار
۵۵,۱۳۹۵,۱,True,True,True,۱۰۷٬۲۷۲٬۰۰۰ تومان,نیم ساعت پیش در تهران، پونک
۶۳,۱۳۹۰,۲,True,True,True,۸۳٬۳۳۳٬۰۰۰ تومان,نیم ساعت پیش در تهران، ستارخان
۱۱۰,۱۳۸۷,۲,True,True,True,۸۶٬۳۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، حسین‌آباد
۱۰۲,۱۴۰۱,۲,True,True,True,۷۴٬۵۰۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، جیحون
۱۸۰,۱۳۹۰,۳,True,True,True,۱۵۲٬۷۷۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، نیاوران
۶۳,۱۳۹۰,۲,True,True,True,۸۳٬۳۳۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، ستارخان
۱۳۸,۱۳۹۷,۳,True,True,True,۱۷۷٬۵۳۶٬۰۰۰ تومان,۱ ساعت پیش در تهران، سعادت‌آباد
۱۰۵,۱۳۹۲,۳,True,True,True,۱۱۶٬۱۹۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، سهروردی
۵۵,۱۳۹۵,۱,True,True,True,۱۰۷٬۲۷۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، پونک
۱۴۳,۱۴۰۱,۳,True,True,True,۱۰۹٬۷۹۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهران شمالی
۱۱۰,۱۳۸۷,۲,True,True,True,۸۶٬۳۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، حسین‌آباد
۱۳۳,۱۴۰۱,۳,True,True,True,۱۲۴٬۰۶۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، عباس‌آباد
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۷۶,۱۳۸۷,۲,True,True,True,۶۷٬۷۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوقاف
۴۵,۱۳۹۴,۱,True,True,True,۵۳٬۳۳۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۹۵,۱۴۰۱,۲,True,True,True,۱۰۵٬۲۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، نارمک
۱۳۳,۱۳۹۷,۳,True,True,True,۶۷٬۶۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، خواجه نظام الملک
۶۵,۱۴۰۲,۲,True,False,True,۵۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت چنار
۱۱۶,۱۳۸۸,۲,True,True,True,۸۷٬۰۶۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، کوی فردوس
۵۵,۱۴۰۰,۱,True,False,True,۷۴٬۵۴۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، زاهد گیلانی
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۷۰,۱۳۸۴,۲,False,False,True,۶۹٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پرستار
۱۷۵,۱۴۰۲,۳,True,True,True,۱۴۲٬۸۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک راه‌آهن
۱۰۰,۱۴۰۱,۲,True,True,True,۷۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دکتر هوشیار
۴۵,۱۳۹۴,۱,True,True,True,۵۳٬۳۳۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۵۲,۱۳۸۲,۱,False,False,True,۷۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۵۹,۱۳۹۲,۱,True,True,True,۸۹٬۸۳۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۳۴,۱۳۹۱,۱,False,False,True,۷۹٬۴۱۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت حوض
۹۵,۱۴۰۱,۲,True,True,True,۱۰۵٬۲۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، نارمک
۱۳۳,۱۳۹۷,۳,True,True,True,۶۷٬۶۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، خواجه نظام الملک
۱۷۸,۱۳۹۲,۳,True,True,True,۱۶۶٬۲۹۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، ازگل
۶۵,۱۴۰۲,۲,True,False,True,۵۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت چنار
۱۳۳,۱۴۰۱,۳,True,True,True,۱۲۴٬۰۶۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، عباس‌آباد
۷۱,۱۴۰۲,۱,True,True,True,۱۰۹٬۷۱۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، جنت‌آباد مرکزی
۱۱۶,۱۳۸۸,۲,True,True,True,۸۷٬۰۶۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، کوی فردوس
۵۵,۱۴۰۰,۱,True,False,True,۷۴٬۵۴۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، زاهد گیلانی
۸۵,۱۴۰۲,۲,True,True,True,۲۱٬۲۳۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مبارک‌آباد بهشتی
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۷۶,۱۳۸۷,۲,True,True,True,۶۷٬۷۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوقاف
۷۰,۱۳۸۴,۲,False,False,True,۶۹٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پرستار
۹۶,۱۳۹۶,۲,True,True,True,۴۸٬۵۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جوادیه
۱۷۵,۱۴۰۲,۳,True,True,True,۱۴۲٬۸۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک راه‌آهن
۹۱,۱۳۸۸,۲,True,True,True,۹۹٬۴۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اباذر
۴۹,۱۳۹۶,۱,True,False,True,۵۶٬۱۲۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۵۲,۱۳۸۲,۱,False,False,True,۷۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۵۹,۱۳۹۲,۱,True,True,True,۸۹٬۸۳۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۳۴,۱۳۹۱,۱,False,False,True,۷۹٬۴۱۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت حوض
۹۵,۱۴۰۱,۲,True,True,True,۱۰۵٬۲۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، نارمک
۱۳۳,۱۳۹۷,۳,True,True,True,۶۷٬۶۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، خواجه نظام الملک
۱۷۸,۱۳۹۲,۳,True,True,True,۱۶۶٬۲۹۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، ازگل
۶۵,۱۴۰۲,۲,True,False,True,۵۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت چنار
۱۳۳,۱۴۰۱,۳,True,True,True,۱۲۴٬۰۶۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، عباس‌آباد
۱۱۶,۱۳۸۸,۲,True,True,True,۸۷٬۰۶۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، کوی فردوس
۱۵۳,۱۴۰۲,۳,True,True,True,۲۲۰٬۲۶۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۷۶,۱۳۸۷,۲,True,True,True,۶۷٬۷۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوقاف
۹۶,۱۳۹۶,۲,True,True,True,۴۸٬۵۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جوادیه
۹۱,۱۳۸۸,۲,True,True,True,۹۹٬۴۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اباذر
۱۰۰,۱۴۰۱,۲,True,True,True,۷۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دکتر هوشیار
۵۹,۱۳۹۲,۱,True,True,True,۸۹٬۸۳۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۹۵,۱۴۰۱,۲,True,True,True,۱۰۵٬۲۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، نارمک
۱۷۸,۱۳۹۲,۳,True,True,True,۱۶۶٬۲۹۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، ازگل
۱۱۶,۱۳۸۸,۲,True,True,True,۸۷٬۰۶۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، کوی فردوس
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۹۶,۱۳۹۶,۲,True,True,True,۴۸٬۵۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جوادیه
۱۷۵,۱۴۰۲,۳,True,True,True,۱۴۲٬۸۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک راه‌آهن
۵۲,۱۳۸۲,۱,False,False,True,۷۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۱۷۸,۱۳۹۲,۳,True,True,True,۱۶۶٬۲۹۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، ازگل
۱۵۳,۱۴۰۲,۳,True,True,True,۲۲۰٬۲۶۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۸۵,۱۴۰۲,۲,True,True,True,۲۱٬۲۳۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مبارک‌آباد بهشتی
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۷۶,۱۳۸۷,۲,True,True,True,۶۷٬۷۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوقاف
۷۰,۱۳۸۴,۲,False,False,True,۶۹٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پرستار
۹۱,۱۳۸۸,۲,True,True,True,۹۹٬۴۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اباذر
۴۹,۱۳۹۶,۱,True,False,True,۵۶٬۱۲۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۴۵,۱۳۹۴,۱,True,True,True,۵۳٬۳۳۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۳۴,۱۳۹۱,۱,False,False,True,۷۹٬۴۱۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت حوض
۹۵,۱۴۰۱,۲,True,True,True,۱۰۵٬۲۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، نارمک
۱۳۳,۱۴۰۱,۳,True,True,True,۱۲۴٬۰۶۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، عباس‌آباد
۱۵۳,۱۴۰۲,۳,True,True,True,۲۲۰٬۲۶۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۵۵,۱۴۰۰,۱,True,False,True,۷۴٬۵۴۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، زاهد گیلانی
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۷۶,۱۳۸۷,۲,True,True,True,۶۷٬۷۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوقاف
۷۰,۱۳۸۴,۲,False,False,True,۶۹٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پرستار
۹۶,۱۳۹۶,۲,True,True,True,۴۸٬۵۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جوادیه
۱۷۵,۱۴۰۲,۳,True,True,True,۱۴۲٬۸۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک راه‌آهن
۱۰۰,۱۴۰۱,۲,True,True,True,۷۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دکتر هوشیار
۴۵,۱۳۹۴,۱,True,True,True,۵۳٬۳۳۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۵۲,۱۳۸۲,۱,False,False,True,۷۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۵۹,۱۳۹۲,۱,True,True,True,۸۹٬۸۳۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۱۳۳,۱۳۹۷,۳,True,True,True,۶۷٬۶۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، خواجه نظام الملک
۶۵,۱۴۰۲,۲,True,False,True,۵۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، هفت چنار
۱۳۳,۱۴۰۱,۳,True,True,True,۱۲۴٬۰۶۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، عباس‌آباد
۱۵۳,۱۴۰۲,۳,True,True,True,۲۲۰٬۲۶۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۵۵,۱۴۰۰,۱,True,False,True,۷۴٬۵۴۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، زاهد گیلانی
۸۵,۱۴۰۲,۲,True,True,True,۲۱٬۲۳۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مبارک‌آباد بهشتی
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۷۶,۱۳۸۷,۲,True,True,True,۶۷٬۷۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوقاف
۷۰,۱۳۸۴,۲,False,False,True,۶۹٬۲۸۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، پرستار
۹۱,۱۳۸۸,۲,True,True,True,۹۹٬۴۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اباذر
۴۵,۱۳۹۴,۱,True,True,True,۵۳٬۳۳۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، امیریه
۵۲,۱۳۸۲,۱,False,False,True,۷۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۵۹,۱۳۹۲,۱,True,True,True,۸۹٬۸۳۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، تهرانپارس غربی
۱۱۶,۱۳۸۸,۲,True,True,True,۸۷٬۰۶۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، کوی فردوس
۵۵,۱۴۰۰,۱,True,False,True,۷۴٬۵۴۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، زاهد گیلانی
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۷۶,۱۳۸۷,۲,True,True,True,۶۷٬۷۶۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، اوقاف
۱۷۵,۱۴۰۲,۳,True,True,True,۱۴۲٬۸۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک راه‌آهن
۹۱,۱۳۸۸,۲,True,True,True,۹۹٬۴۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اباذر
۴۹,۱۳۹۶,۱,True,False,True,۵۶٬۱۲۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۵۲,۱۳۸۲,۱,False,False,True,۷۶٬۹۲۳٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهر زیبا
۱۳۳,۱۳۹۷,۳,True,True,True,۶۷٬۶۶۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، خواجه نظام الملک
۱۱۶,۱۳۸۸,۲,True,True,True,۸۷٬۰۶۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، کوی فردوس
۱۵۳,۱۴۰۲,۳,True,True,True,۲۲۰٬۲۶۱٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک غرب
۵۵,۱۴۰۰,۱,True,False,True,۷۴٬۵۴۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، زاهد گیلانی
۸۵,۱۴۰۲,۲,True,True,True,۲۱٬۲۳۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مبارک‌آباد بهشتی
۶۸۰,۱۴۰۲,+۴,True,True,True,۹۵٬۵۸۸٬۰۰۰ تومان,۱ ساعت پیش در تهران، سرو آزاد
۵۸,۱۴۰۲,۱,True,True,True,۱۲۰٬۶۸۹٬۰۰۰ تومان,۱ ساعت پیش در تهران، باغ فیض
۹۵,۱۳۸۷,۲,True,True,True,۸۶٬۳۱۵٬۰۰۰ تومان,۱ ساعت پیش در تهران، مرزداران
۹۶,۱۳۹۶,۲,True,True,True,۴۸٬۵۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، جوادیه
۱۷۵,۱۴۰۲,۳,True,True,True,۱۴۲٬۸۵۷٬۰۰۰ تومان,۱ ساعت پیش در تهران، شهرک راه‌آهن
۹۱,۱۳۸۸,۲,True,True,True,۹۹٬۴۵۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، اباذر
۴۹,۱۳۹۶,۱,True,False,True,۵۶٬۱۲۲٬۰۰۰ تومان,۱ ساعت پیش در تهران، سلسبیل
۱۰۰,۱۴۰۱,۲,True,True,True,۷۲٬۰۰۰٬۰۰۰ تومان,۱ ساعت پیش در تهران، دکتر هوشیار
